0,C:\Users\yahel\Downloads\Categories\animals\camel\chris021.jpg,cloudsight,person in front of camel illustration,1,
0,C:\Users\yahel\Downloads\Categories\animals\camel\orpheus.jpg,cloudsight,variety of animals and 1 red dressed person in middle of forest trees painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\camel\paradlan.jpg,cloudsight,white brown and green animal painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cat\pendant1.jpg,cloudsight,painting  of woman's topless near cat,1,
0,C:\Users\yahel\Downloads\Categories\animals\cat\womancat.jpg,cloudsight,woman holding brown cat white sitting painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cat\young_wo.jpg,cloudsight,woman wearing red and brown feather headdress beside gray and black cat portrait,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\06animal (1).jpg,cloudsight,noah ark painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\11adorat.jpg,cloudsight,man near cow and baby artwork,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\27cows (1).jpg,cloudsight,cows lying on land beside a sea with boats at daytime still life painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\corner.jpg,cloudsight,house and cow eating near house painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\cows.jpg,cloudsight,group of cow near body of water painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\cowsheep.jpg,cloudsight,brown and white cows near tree painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\dairymai.jpg,cloudsight,two cow under green leaf tree painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\l_evenin (1).jpg,cloudsight,cow and goat with people near tower illustration,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\l_evenix.jpg,cloudsight,people in farm with animals painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\landscap.jpg,cloudsight,animal between tree painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\orpheus.jpg,cloudsight,black and white person and animals painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\peasants.jpg,cloudsight,white and brown cow and cowboy painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\shepher (1).jpg,cloudsight,the nativity painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\cow\wmilking.jpg,cloudsight,woman milking brown cow painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\06animal.jpg,cloudsight,noah ark painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\09hounds.jpg,cloudsight,brown and white greyhound painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\10hallet.jpg,cloudsight,man and woman walking with dog painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\14pastor.jpg,cloudsight,people in woods with animals painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\2sposi12.jpg,cloudsight,2 man holding dogs beside horse artwork,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\birds_sp.jpg,cloudsight,null,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\diana_hu.jpg,cloudsight,man and woman on the forest with dogs painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\dwarf.jpg,cloudsight,girl with border collie and sheep painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\fall_max.jpg,cloudsight,null,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\selfport.jpg,cloudsight,medieval man holding wooden stick with his pet dogs,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\spaniel1.jpg,cloudsight,white black english cocker spaniel on mountain during daytime painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\spaniels.jpg,cloudsight,animal in mountain painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\stillif2.jpg,cloudsight,yellow white and orange flower on brown metal framed flower vase near black and white cat,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\terriers.jpg,cloudsight,2 black and white toy fox terrier playing on the ground,1,
0,C:\Users\yahel\Downloads\Categories\animals\dog\view_dog.jpg,cloudsight,flower garden with dog on brown padded chair painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\02right3.jpg,cloudsight,virgin blessed mary carrying baby jesus christ riding donkey painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\098ecsta.jpg,cloudsight,monk standing on rock cliff with open arms painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\11adorat (1).jpg,cloudsight,people  with animals  painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\adormagp.jpg,cloudsight,three kings religious painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\adormagp12.jpg,cloudsight,religious people photo,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\balaam.jpg,cloudsight,religious painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\bingley.jpg,cloudsight,a pack of cows near green leaf tree painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\cattle.jpg,cloudsight,brown white black horse and cows painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\cowsheep (1).jpg,cloudsight,brown and white cows near tree painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\landruin.jpg,cloudsight,people walking near trees during dawn painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\donkey\shepher.jpg,cloudsight,the nativity painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\01still1 (1).jpg,cloudsight,brown white and black short fur fish beside 2 fishes illustration,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\35fish_g.jpg,cloudsight,woman in red white and black jacket holding basket with fishesh,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\6stilli4.jpg,cloudsight,yellow round fruit beside white and grey fish on black and grey table painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\boybaske.jpg,cloudsight,boy holding basket of fish painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\f_monger.jpg,cloudsight,woman with sliced fish on table painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\harbours.jpg,cloudsight,fishes on seaside painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\larder.jpg,cloudsight,white and brown fish painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\paradis0.jpg,cloudsight,painting eve and adam,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\scaling.jpg,cloudsight,null,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\still_fi.jpg,cloudsight,gray red and brown sting ray and fish artwork,1,
0,C:\Users\yahel\Downloads\Categories\animals\fish\stillifz.jpg,cloudsight,seafood on gray concrete building painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\hens\05herbal.jpg,cloudsight,woman in blue dress feeding chicken painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\hens\birds.jpg,cloudsight,black peacock and chicken painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\hens\birds_sp.jpg,cloudsight,bird and dogs playing painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\hens\bogdan02.jpg,cloudsight,duck and peacock painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\hens\chickens-50.jpg,cloudsight,rooster and 5 hen near concrete wall painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\hens\peacock.jpg,cloudsight,blue white and brown peacock beside brown and blue peacock painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\hens\poultry.jpg,cloudsight,man in black dress holding white gold rooster showing to woman in white and red dress,1,
0,C:\Users\yahel\Downloads\Categories\animals\hens\rooster (1).jpg,cloudsight,4 hen painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\hens\rooster.jpg,cloudsight,white black and red rooster,1,
0,C:\Users\yahel\Downloads\Categories\animals\hens\stillhen.jpg,cloudsight,grey white red chicken lying beside brown ceramic mug and red onion,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\06animal (1).jpg,cloudsight,white and brown animal painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\14centre.jpg,cloudsight,blue brown white and gray people riding on horse near body of water with mermaid painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\2sposi12 (1).jpg,cloudsight,2 man holding dogs beside horse artwork,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\409delac.jpg,cloudsight,man and horse painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\adam_eve.jpg,cloudsight,animals near tree artwork,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\adormag.jpg,cloudsight,null,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\cornar02.jpg,cloudsight,persons wearing robes in middle of brown field painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\corner.jpg,cloudsight,house and cow eating near house painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\day_farm.jpg,cloudsight,white black and brown horse standing near rooster and pigs painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\garden_e.jpg,cloudsight,animals under trees during daytime,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\horses1.jpg,cloudsight,black and white 2 horses painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\orpheus (1).jpg,cloudsight,black and white person and animals painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\paradis0.jpg,cloudsight,painting eve and adam,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\paradis1.jpg,cloudsight,animals in forest painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\paradlan.jpg,cloudsight,white brown and green animal painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\peasants (1).jpg,cloudsight,white and brown cow and cowboy painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\horse\stgeorge.jpg,cloudsight,knight templar killing dragon painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lamb\04garden.jpg,cloudsight,painting of adam and eve painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lamb\06animal.jpg,cloudsight,white and brown animal painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lamb\15sheela.jpg,cloudsight,2 white sheep painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lamb\1angel4.jpg,cloudsight,3 angel with white goat painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lamb\38lamb.jpg,cloudsight,baby on white sheep beside man and woman painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lamb\amburgh (1).jpg,cloudsight,brown lion illustration,1,
0,C:\Users\yahel\Downloads\Categories\animals\lamb\cowsheep (1).jpg,cloudsight,brown and white cows near tree painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lamb\dwarf (1).jpg,cloudsight,girl with border collie and sheep painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lamb\l3adora4.jpg,cloudsight,white sheep on top of table surrounded by angels painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lamb\mad_lamb.jpg,cloudsight,woman in red and blue dress holding child riding on sheep painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\06mark.jpg,cloudsight,brown winged lion holding book painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\512delad.jpg,cloudsight,man in red pants beside man in white suit under the tree painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\513delac.jpg,cloudsight,3 horsemen in red and white holding sear near loin painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\amburgh.jpg,cloudsight,brown lion illustration,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\istedlio.jpg,cloudsight,gray and black concrete male lion statue during daytime,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\lion.jpg,cloudsight,black ceramic lion figure,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\lionrest.jpg,cloudsight,lion oil painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\p_carta1.jpg,cloudsight,lion with wings concrete statue,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\paradis0 (1).jpg,cloudsight,painting eve and adam,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\paradlan (1).jpg,cloudsight,white brown and green animal painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\zlion.jpg,cloudsight,brown lion on forest painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\lion\zlions.jpg,cloudsight,2 lion sitting beside tree painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\03monkey.jpg,cloudsight,2 brown monkeys locked away on chains painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\fall_max.jpg,cloudsight,adam and eve painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\hairy.jpg,cloudsight,painting of 3 man surrounded with animals,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\merry_co.jpg,cloudsight,4 people near table sitting painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\monkey (1).jpg,cloudsight,null,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\monkey.jpg,cloudsight,black gorilla sitting beside yellow wall while painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\monkeydo.jpg,cloudsight,white bird on brown tree beside white and black dog barking on it,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\monkeys.jpg,cloudsight,white and black baboon eating fruits painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\singerie.jpg,cloudsight,monkeys inside the house painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\stil_lif.jpg,cloudsight,basket of fruits and monkey illustration,1,
0,C:\Users\yahel\Downloads\Categories\animals\monkey\young_m.jpg,cloudsight,white dressed woman painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\owl\06l_owl.jpg,cloudsight,gray and white owl 1508 painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\owl\15centre.jpg,cloudsight,6 nude women's under the apple tree,1,
0,C:\Users\yahel\Downloads\Categories\animals\owl\513fried.jpg,cloudsight,brown owl on brown chest box,1,
0,C:\Users\yahel\Downloads\Categories\animals\owl\birds2.jpg,cloudsight,owl statue,1,
0,C:\Users\yahel\Downloads\Categories\animals\owl\bogdan07.jpg,cloudsight,different kinds of birds painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\owl\lazarus1.jpg,cloudsight,jesus born paintings,1,
0,C:\Users\yahel\Downloads\Categories\animals\owl\mockery.jpg,cloudsight,types of birds on a brown tree painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\owl\spaniel2.jpg,cloudsight,black tan and white bernese mountain dog painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\owl\stil_owl.jpg,cloudsight,bird and animal painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\owl\stillif3.jpg,cloudsight,painting of long leg bird and quail bird,1,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\04garden (1).jpg,cloudsight,painting of adam and eve painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\bogdan02.jpg,cloudsight,duck and peacock painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\mockery.jpg,cloudsight,types of birds on a brown tree painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\pairpeac.jpg,cloudsight,birds painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\paradis0.jpg,cloudsight,painting eve and adam,1,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\paradlan.jpg,cloudsight,white brown and green animal painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\peacock (1).jpg,cloudsight,peacock rooster and turkey painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\peacock (2).jpg,cloudsight,brown and blue peacock , capuchin squirrel and white bird painting,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\peacock (3).jpg,cloudsight,blue white and brown peacock beside brown and blue peacock painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\peacock.jpg,cloudsight,blue and white bird on forest painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\peacock\peacocks.jpg,cloudsight,null,1,
0,C:\Users\yahel\Downloads\Categories\animals\roosters\05herbal.jpg,cloudsight,woman in blue dress feeding chicken painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\roosters\06animal.jpg,cloudsight,white and brown animal painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\roosters\birdspar.jpg,cloudsight,white and yellow pelican,1,
0,C:\Users\yahel\Downloads\Categories\animals\roosters\birdspax.jpg,cloudsight,birds painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\roosters\day_farm (1).jpg,cloudsight,white black and brown horse standing near rooster and pigs painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\roosters\noahsarx (1).jpg,cloudsight,red rooster and white turkey painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\roosters\orpheus.jpg,cloudsight,kinds of birds painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\roosters\paradlan.jpg,cloudsight,white brown and green animal painting,1,
0,C:\Users\yahel\Downloads\Categories\animals\roosters\rooster (2).jpg,cloudsight,white black and red rooster,1,
0,C:\Users\yahel\Downloads\Categories\animals\roosters\rooster.jpg,cloudsight,brown black white chickens painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\2vario04.jpg,cloudsight,decorative fruits on basket,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\5season (1).jpg,cloudsight,fruit tree man illustration,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\agliard2.jpg,cloudsight,brown baglama near brown guitar beside apple fruits,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\basketfr.jpg,cloudsight,fruits in basket painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\fall_max (1).jpg,cloudsight,adam and eve painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\peeling.jpg,cloudsight,woman peeling apple near table and girl painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\pendant1.jpg,cloudsight,woman peeling apple,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\stil_gra (1).jpg,cloudsight,painting of fruits on gray metal plate beside white and black ceramic jar,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\stilfrui.jpg,cloudsight,red and green round fruit on stainless steel plate beside wine glass,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\still_li.jpg,cloudsight,cheery and pear fruit painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\stillife (2).jpg,cloudsight,apple in brown wicker basket,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\stillife (3).jpg,cloudsight,apple fruits on tray painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\stillife.jpg,cloudsight,white and orange round fruit and grapes on stainless steel round plate near vase,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\apple\stillife1.jpg,cloudsight,assorted fruits and flower in vase painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\2vario04 (1).jpg,cloudsight,decorative fruits on basket,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\5season.jpg,cloudsight,fruit tree man illustration,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\basketfr (1).jpg,cloudsight,fruits in basket painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\stil_gra.jpg,cloudsight,grape fruits on plate near round fruits painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\stilewer.jpg,cloudsight,assorted fruits and two ceramic jar painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\stilfrui (1).jpg,cloudsight,red and green round fruit on stainless steel plate beside wine glass,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\stillif2.jpg,cloudsight,bread and grill fish painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\stillife (1).jpg,cloudsight,white and orange round fruit and grapes on stainless steel round plate near vase,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\stillife (2).jpg,cloudsight,assorted fruits and flower in vase painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\stillife.jpg,cloudsight,primate with fruits painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\grapes\stilvase.jpg,cloudsight,fruits on top of brown wooden table painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\pear\03tureen (1).jpg,cloudsight,cat near dead animals beside steel container with fruits painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\pear\12pears.jpg,cloudsight,fruit and glass painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\pear\four3.jpg,cloudsight,green leaf plant,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\pear\specimen.jpg,cloudsight,brown and black bird and pear fruits illustration,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\pear\stil_gra.jpg,cloudsight,grape fruits on plate near round fruits painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\pear\stilewer (1).jpg,cloudsight,assorted fruits and two ceramic jar painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\pear\stillif5.jpg,cloudsight,beige and orange fruit in clear glass bowl,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\pear\stillife (1).jpg,cloudsight,white brown and red flowers painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\pear\stillife (3).jpg,cloudsight,assorted fruits and flower in vase painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\food\fruit\pear\stimelon.jpg,cloudsight,green pear fruit near brown melon fruit painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\furniture\empty chair\04d_1650.jpg,cloudsight,brown wooden frame black brown floral padded chair,1,
0,C:\Users\yahel\Downloads\Categories\dining\furniture\empty chair\04d_1651.jpg,cloudsight,brown black red and white floral armchair,1,
0,C:\Users\yahel\Downloads\Categories\dining\furniture\empty chair\1i_5arm.jpg,cloudsight,brown wooden leather cushion armchair,1,
0,C:\Users\yahel\Downloads\Categories\dining\furniture\empty chair\22hooch.jpg,cloudsight,woman in red black dress near girl in grey white dress painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\furniture\empty chair\3d_1armc.jpg,cloudsight,brown wooden armchair,1,
0,C:\Users\yahel\Downloads\Categories\dining\furniture\empty chair\3d_3armc.jpg,cloudsight,brown wooden framed green padded armchair,1,
0,C:\Users\yahel\Downloads\Categories\dining\furniture\empty chair\4f_3armc.jpg,cloudsight,brown red and blue potted flowers printed padded armchair,1,
0,C:\Users\yahel\Downloads\Categories\dining\furniture\empty chair\arles59.jpg,cloudsight,brown wooden chair painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\furniture\empty chair\arles60.jpg,cloudsight,painting of candle on top of armchair,1,
0,C:\Users\yahel\Downloads\Categories\dining\furniture\empty chair\chair.jpg,cloudsight,black padded brown wooden floral engrave chair,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\fork\CUR2591.jpg,cloudsight,stainless steel fork,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\fork\DP9520.jpg,cloudsight,silver plated dining fork,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\fork\scrubbin (1).jpg,cloudsight,woman cleaning tray painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\fork\stil_oys.jpg,cloudsight,null,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\11still.jpg,cloudsight,white mug near apples and pear painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\12peache.jpg,cloudsight,still life painting of red round fruits near clear drinking glass,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\33isaac.jpg,cloudsight,painting of man holding a knife and a boy,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\beaneate.jpg,cloudsight,man in gray and white dress shirt eating in front of white table painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\cherries.jpg,cloudsight,red round fruits on stainless steel bowls near brass lamp base on table painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\sti_life.jpg,cloudsight,fruits near glass on table,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\stil_lif.jpg,cloudsight,brown apple on stainless steel plate,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\stil_oys.jpg,cloudsight,roaster chicken beside clams,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\stillif5.jpg,cloudsight,cabbage near mug,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\stillife (1).jpg,cloudsight,null,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\stillife.jpg,cloudsight,painting of grapes on plate,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\knife\tahiti03.jpg,cloudsight,3 man sitting in front of table with banana painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\spoon\beaneate.jpg,cloudsight,man in gray and white dress shirt eating in front of white table painting,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\spoon\CUR1645.jpg,cloudsight,brass spoon,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\spoon\D-BWP550.jpg,cloudsight,grey metal spoon with decorative handle,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\spoon\D-BWP697.jpg,cloudsight,stainless steel flora carved round bowl,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\spoon\D-BWP818.jpg,cloudsight,stainless steel fork,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\spoon\D-BWP821.jpg,cloudsight,stainless steel spoon,1,
0,C:\Users\yahel\Downloads\Categories\dining\silverware\spoon\DP11883.jpg,cloudsight,gold handled accessory,1,
